Title,Review,Town,Region,Type,Polarity
"- Las cosas están sucias, sin entrevistas, descuidadas.","Horrible, la piscina es fría, las ventanas sucias, los jacuzzis no servidos, el agua es sucia, el servicio es amable, nadie te vigila ni te vigila para tu estancia, es horrible, nada recomendado, fatal.",Valle_de_Bravo,Estado_de_Mexico,Hotel,1
"No se recomienda, las puntuaciones no pueden ser ciertas.","Cenamos allí en un grupo grande, todos dejamos nuestros platos, ni un solo plato de pasta está bien hecho, la pasta más que al dente, llegué a la mesa como una bola de pasado que era, pedimos un plato de miltones y lo pusimos en todo porque pasaba...Más",Tulum,QuintanaRoo,Restaurant,1
La peor comida que he probado en mi vida.,"Le pregunté a la poplana un pecho de pollo y el pollo más asqueroso que he probado nunca con la consistente del látex, la crema sin crema, las salsas sin sabor, el café equis, si se tarda mucho en servirle, parece ser más una trampa turística que... más",Parras,Coahuila,Restaurant,1
Buen sitio pero descuidado,"Sucio, viejo, mojado, muy básico. Almuerzo pobre. Piscina y patio sucio y mal mantenimiento y limpieza. Habitaciones sucias con cockcroaches muertos, tela de araña y el colchón más sucio y más antiguo que he visto. Almohadas de algodón viejo más barato, por lo que necesitas por lo menos dos para levantar la cabeza. Tils raspados con molde. Pero condición moderna del aire acondicionado y de la televisión de pantalla plana. Todas las habitaciones están en el patio, donde había una fiesta hasta las 2 de la mañana. Y la otra.",Valladolid,Yucatan,Hotel,1
La actitud negativa,"La gerente era muy grosera a la hora del check-out. Queríamos pagar las saunas porque pensó que las habíamos manchado ""por gente normal"" con una actitud muy grosera.Al final... podría haber sido un viaje agradable pero se convirtió en una mala experiencia.",Valle_de_Bravo,Estado_de_Mexico,Hotel,1
¡Un hospedaje horrible en el hotel!,"Este hotel tiene una hospitalidad terrible! nos quedamos aquí una semana y le diré, no malgaste su dinero aquí! el personal es muy grosero. el propietario, Keen, es aún peor y no va a abordar los problemas que podría tener. el hotel está en proceso de una renovación importante. hemos tratado de pedir bebidas y comidas en el bar de la piscina varias veces y nunca hemos podido conseguir un servicio. no sé por qué tienen un bar, que es pequeño y que se descompone en trozos. el desayuno continental consistía en 2 platos de fruta por plato.",Isla_Mujeres,QuintanaRoo,Hotel,1
Muy decepcionante.,"Mi esposo y yo visitamos este lugar hace unos años, y fue descuidado, pero todavía había algo atrayente - animales, jardines, ruinas. Ayer viajamos con nuestros hijos y nietos cultivados. Es un tormento! muy mal mantenido, cayendo en pedazos, no hay animales de todo tipo, nada vale la pena, si era gratis.",Isla_Mujeres,QuintanaRoo,Attractive,1
Muy caro.,"El lugar es muy caro, el ambiente no es tan agradable en la playa con música en cualquier volumen, pero el cénote es agradable y no se llena demasiado.",Tulum,QuintanaRoo,Attractive,1
Segunda playa más contaminada de México,"La playa Sayulita es la segunda más contaminada de México y cualquier persona que la visite puede observarla con varios ríos y arroyos de agua negra que se arrojan al mar, donde cientos de personas pasan su tiempo practicando actividades acuáticas, esto representa un riesgo para la salud y me sorprende que sea un gran destino de surf y que se haya concedido el reconocimiento de Pueblo Mágico, sabiendo lo que representa la contaminación del mar en un destino turístico.",Sayulita,Nayarit,Attractive,1
El peor servicio.,"Ellos le hacen beber un pedazo de sangre para poder estar allí, teníamos 4 adultos y un niño y un niño hicieron un pedazo de sangre evidente sin alcohol pero también recibimos el premio por parte.",Tlaquepaque,Jalisco,Restaurant,1
Evite este hotel.,"Atención si usted ha tardado 6 horas en darnos las habitaciones sabiendo que el check-in era a las 15:00, las instalaciones son muy descuidadas y la guardia muy mala, la comida es de mala calidad y no es variada, la actitud de algunos trabajadores no es la correcta, el conserjería nunca se presentó, mientras que la relación calidad/precio no es buena, por otra parte, la limpieza de las habitaciones es mala porque no salvan la basura de las habitaciones o sacan los vasos del exterior de la habitación, la verdad es que.",Tulum,QuintanaRoo,Hotel,1
"Adiós, paraíso caribeño.","Es una lástima ver esta playa, que antes era un paraíso, completamente cubierta de sargasso.",Tulum,QuintanaRoo,Attractive,1
Un servicio deplorable en el restaurante con una gran tradición.,"Es la crónica de los trompeteros. Pátzcuaro, Mich. Hermosa tarde en la plaza grande. Tomo un capuchino de calidad regular en una de las mesas exteriores del restaurante Doña Paca. Tengo sed y no como cuando aparece. Ya he hecho señales e incluso toqué con mis dedos el cristal...Más",Patzcuaro,Michoacan,Restaurant,1
Cargas de sobrecarga... cargas pesadas.,"El hotel es hermoso, pero muy austero e incómodo para permanecer en un contenedor, el servicio fue bueno de todo el personal, a excepción de la gerente que nos hizo una carga poco realista unos días después de que algunas botellas no se consumieron y después de habernos contactado nos dijo que no había nada que hacer; en conclusión, el precio ALTO es por lo que es prestar atención a estas situaciones de la gerente.",Ajijic,Jalisco,Hotel,1
Las ruinas de Tulum,"Las ruinas mayas son realmente dignas de una visita. Una zona muy hermosa de la costa de la Riviera Maya.Desafortunadamente, mi visita fue arruinada por la falta de bienestar animal que los organizadores mostraron.Fue extremadamente decepcionante ver un Coati muy estresado en una muy pequeña jaula sin espacio, sin agua, sin comida o bienestar, justo a la entrada de las ruinas (en tienda de recuerdos).Los organizadores alentaron y promovieron la protección de los animales salvajes a lo largo del recorrido y hicieron la suya.",Tulum,QuintanaRoo,Attractive,1
"Algas, algas y otras algas",Reservé una estancia increíblemente cara en el Hotel Playa Esperanza para pasar tiempo en... Espere... la playa. Pero cuando llegamos (verano de 2015). La playa estaba cubierta de algas. Y lo estaba desde hace meses. Creo que la gente de la playa podría habernos llamado para decirnos que no había playa. Me ofrecieron un descuento significativo o intentaron encontrar una habitación de hotel en Islas Mujeres donde no había algas. Todavía estoy allí.,Tulum,QuintanaRoo,Hotel,1
Nunca más.,"Cuando reservamos este hotel, pensamos que tenía una buena idea de lo que se esperaba, un alojamiento básico en un ambiente agradable. Los fondos de plástico de los colchones deberían haber sido una bandera roja para nosotros. Cada día nos levantamos delante de docenas de insectos, vemos el mosquito raro en la habitación pero no la culpa del número de picaduras.",Isla_Mujeres,QuintanaRoo,Hotel,1
No se deje engañar por ser un spa de resort.,"Como la mayoría de las estaciones en el vestíbulo inclusivo, usted espera agua de alcohol y la comida era mediocre. Aquí, pagamos buenos precios, pero por desgracia la mayoría de las recepciones no son ni siquiera la playa. El momento en que usted se inscribe, usted trata y se prepara para una presentación de ventas para una suscripción de vacaciones a todos sus complejos. No vengo aquí para una presentación de ventas y nos sentimos como si no voy en ese momento y no de ordeño donde VIP. Hemos gastado mucho dinero y hemos dicho.",Tulum,QuintanaRoo,Hotel,1
No se aceptan tarjetas,"Era nuestra primera opción para los comentarios sobre Tripadvisor, pero a nuestra llegada, no aceptaban tarjetas y no teníamos suficientes pesos mexicanos.",Taxco,Guerrero,Restaurant,1
La Villa Illuminada es una porquería.,"¡La Villa Illuminada es un asunto sucio y no la recomiendo en absoluto! ¡Por favor, no pierdas el tiempo!¡Desde que llegas a toda la zona fea, hay estaciones en los pasillos o garajes improvisados donde hay un olor a orina sucia.En el interior, La Villa es sólo una villa! ¡La iluminación es muy pobre! ¡Tiene mucho menos decoración que el Zocalo de Puebla por ejemplo. Mucha gente que no puede caminar, todo desorganizado, sin presencia de la policía.Es como cualquier fn.",Atlixco,Puebla,Attractive,1
No es lo que esperaba.,"Reserva hace más de un mes, a mi llegada, me dieron una habitación diferente de la.ofrecida, lo hice saber al responsable que se limita a levantar los hombros y decir ""pues ni modo"", la habitación 119 es totalmente decepcionante, muy descuidada, se ve horrible cuando entra en el baño de la habitación alta.",Patzcuaro,Michoacan,Hotel,1
Desilusionadas,Esta mañana fuimos a desayunar para celebrar el cumpleaños de mi madre. Ella informó a la anfitriona que era el cumpleaños de mi madre y ni siquiera un cumplido de cortesía.,Valladolid,Yucatan,Restaurant,1
"No, no muy gratificante.","Para los mexicanos, es un gusto que pocos pueden permitirse ya debido al alto costo. Le cobran 150 para el aparcamiento, y el vehículo está expuesto al sol. Si usted no tiene una tarjeta de estudiante o profesor, de lunes a sábado le cobran la entrada, hay que dar una vuelta antes de la oficina para poder caminar porque si usted utiliza el tren, también tiene que pagar. Así que ya no es tan atractivo. En cuanto a la zona, es muy pobre y la playa era hermosa, pero es cada vez más peligroso bajar a la playa.",Tulum,QuintanaRoo,Attractive,1
"Si te gustan las insultantes y los camaradas que tratan de robarte dinero, no deberías perder este lugar.","Un amigo y yo comimos aquí y parecía que nuestros platos eran extremadamente suaves. Éramos los únicos en el restaurante y la camarera sentado en la recepción todo el tiempo y cada vez que necesitábamos algo, teníamos que preguntarle. Finalmente, cuando pagamos la factura, esperamos unos 10 minutos antes de seguir nuestro cambio (otra vez, la única mesa y la camarera estaban siempre sentados en la recepción).",Creel,Chihuahua,Restaurant,1
Es una canción de poesía.,"No se lo recomiendo a nadie, es un mal servicio, te cobran hasta la respiración, parece un spa de la semana santa.",Tulum,QuintanaRoo,Attractive,1
La comida es buena.,Comí con mi familia en este restaurante y la comida está muy mal servida y sin gusto.,Tequila,Jalisco,Restaurant,1
Robo y desmontaje,"Fuimos a tomar una cazuela (es una bebida típica del lugar).Me sentí robado porque sin darnos los precios ni la tarjeta, nos cobraron una cuenta de 3.600 pesos por prácticamente nada.El restaurante se llama Talamantes hermanos.",Tlaquepaque,Jalisco,Restaurant,1
"El sitio es hermoso, pero es pobre/satisfacción del cliente de la gestión.","Tiene un entorno privilegiado de Balaam frente al mar, y es cierto que la ubicación es impresionante. Hotel boutique? - No. Aunque creo que fue construido originalmente para ser un hotel boutique con un pequeño número de habitaciones y un entorno hermoso.",Isla_Mujeres,QuintanaRoo,Hotel,1
"¡Muchas fotos, mentiras!","Nos ofrecieron a un grupo de personas el buffet con algunas fotos del menú increíble y que no parecían en absoluto, la comida es HORRIBLE, y la actitud del personal es PERÍF! las comidas no se acercaban, las 100 personas que comimos en nuestro grupo se dejaron con el mejor gusto de la boca!",Teotihuacan,Estado_de_Mexico,Hotel,1
Decepcionante.,"Es un hotel que ha cambiado de concepto en muy poco tiempo. Lo que los propietarios deben pensar es la necesidad de modificar la evidencia, más allá del concepto mismo. La comida es francamente la peor, la calidad del alcohol es baja, especialmente los vinos tintos y blancos, que beben agua con colorante artificial y azúcar, no estoy realmente exagerando. La propiedad es hermosa y el lugar es muy agradable. El personal es amable, pero sin mucha experiencia. Definitivamente.",Tulum,QuintanaRoo,Hotel,1
Nada increíble.,"No es un lugar imprescindible para mí, pero si quieres visitarlo, te recomiendo que no gastes tanto y mejor que tú en Urban, pagas 8 pesos por tomates en el parque y te dejas a menos de un kilómetro de distancia y vuelves a los tomates donde dejaste, me quedé unos 10 minutos para tomar algunas fotos y bajar.",Taxco,Guerrero,Attractive,1
